Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
ESPHQ,"Ecosphere Technologies, Inc.",54600.00,Utilities,Water Utilities,--,--
ESPIQ,"ESP Resources, Inc.",404310.00,,,--,+5.3
ESPR,Esperion Therapeutics Inc,818189950.00,Health Care,Biotechnology,--,+1.5
ESQ,Esquire Financial Holdings Inc,150961100.00,Financials,Banks,--,+1.2
ESQF,Vanguard Energy Group Inc,5930.00,,,--,--
ESSA,"ESSA Bancorp, Inc.",178227520.00,Financials,Thrifts & Mortgage Finance,2.69%,+0.5
ESSC,East Stone Acquisition Corp,177571120.00,,,--,--
ESSE,"Earth Search Sciences, Inc.",317670.00,,,--,+2.0
ESSI,Eco Science Solutions Inc,951160.00,Health Care,Life Sciences Tools & Services,--,--
ESTA,Establishment Labs Holdings Inc,723531060.00,Health Care,Health Care Equipment & Supplies,--,--
ESTE,Earthstone Energy Inc,269358600.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.8
ESTRF,Estre Ambiental Inc,2682200.00,Industrials,Commercial Services & Supplies,--,+1.3
ESWW,Environmental Solutions Worldwide Inc.,816750.00,Consumer Discretionary,Auto Components,--,-0.0
ESXB,Community Bankers Trust Corp,153791690.00,Financials,Banks,3.53%,+1.2
ESYL,Easylink Solutions Corp.,21122460.00,Consumer Discretionary,Household Durables,--,-2.0
ETAC,E.Merge Technology Acquisition Corp,752856000.00,,,--,--
ETAH,Eternity Healthcare Inc,239480.00,Health Care,Health Care Providers & Services,--,--
ETB,Eaton Vance Tax-Managed Buy-Write Income,391640320.00,,,8.83%,+0.9
ETBI,Eastgate Biotech Corp,2151770.00,,,--,+2.0
ETCC,Environmental Tectonics Corporation,4438680.00,Industrials,Aerospace & Defense,--,+1.2
ETCIA,"Electronic Tele-Communications, Inc.",127780.00,Information Technology,Communications Equipment,--,+3.6
ETCK,EnerTeck Corp,1255140.00,Materials,Chemicals,--,-1.8
ETEC,"Emtec, Inc.",6304780.00,Information Technology,IT Services,--,--
ETEK,Eco-Tek Group Inc,50230.00,Materials,Chemicals,--,--
ETER,Enterra Corp,953260.00,,,--,+0.7
ETFLF,EASTFIELD RESOURCES LTD,1821110.00,Materials,Metals & Mining,--,+1.1
ETFM,2050 Motors Inc,4388430.00,,,--,--
ETH,Ethan Allen Interiors Inc.,470244810.00,Consumer Discretionary,Household Durables,5.27%,+1.2
ETIVF,ELECTRA PRIVATE EQUITY PLC SHS,88050900.00,,,--,+1.7
ETJ,Eaton Vance Risk-Mngd Dvrsfd Eqty Inc Fd,651704300.00,,,8.91%,+0.7
ETM,Entercom Communications Corp.,383598300.00,Communication Services,Media,--,+1.9
ETNB,89bio Inc,533850550.00,Health Care,Biotechnology,--,--
ETNI,Entest Group Inc,373700.00,,,--,+0.7
ETO,Eaton Vance Tax-Advantaged Global Divide,373835040.00,,,7.14%,+1.4
ETOLF,ENTERPRISE GROUP INC,10080050.00,Industrials,Trading Companies & Distributors,--,+1.5
ETON,Eton Pharmaceuticals Inc,213325340.00,Health Care,Pharmaceuticals,--,--
ETST,Earth Science Tech Inc,752080.00,Health Care,Pharmaceuticals,--,+2.4
ETTX,Entasis Therapeutics Holdings Inc,64564500.00,Health Care,Biotechnology,--,--
ETX,Eaton Vance Municipal Income2028Trm Trst,241431960.00,,,3.81%,+0.2
EUCMF,EUROCOMMERCIAL PPTY NV CERT OF SHS,537998670.00,,,22.15%,+2.1
EUCRU,Eucrates Biomedical Acquisition Corp.,139973600.00,,,--,--
EUENF,Eurasia Energy Ltd,51820.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.4
EUIVF,EUROCASTLE INVESTMENTS LTD SHS,15452150.00,,,--,+0.5
EUOT,Eurotech Ltd,1307010.00,,,--,+8.9
EURI,Agrieuro Corp,25600.00,,,--,+3.0
EUSP,EuroSite Power Inc,8144140.00,Utilities,Independent Power & Renewable Electricity Producers,--,-0.7
EUUNF,Azarga Metals Corp (USA),5427950.00,Materials,Metals & Mining,--,+0.8
EVARF,Lombard Medical Inc,114600.00,Health Care,Health Care Equipment & Supplies,--,+6.2
EVBC,Evolution Blockchain Group Inc,3840.00,,,--,--
EVBN,Evans Bancorp Inc.,151398080.00,Financials,Banks,4.11%,+1.2
EVC,Entravision Communications Corp,265185900.00,Communication Services,Media,3.16%,+0.7
EVCC,Environmental Control Corp.,375240.00,Consumer Discretionary,Auto Components,--,+4.4
EVCI,EVCI Career Colleges Holding Corp,147060.00,Consumer Discretionary,Diversified Consumer Services,--,+4.0
EVER,EverQuote Inc,907997440.00,Communication Services,Interactive Media & Services,--,--
EVF,Eaton Vance Senior Income Trust,241212790.00,,,6.75%,+0.7
EVFM,Evofem Biosciences Inc,174752000.00,Health Care,Pharmaceuticals,--,+0.1
EVGI,Evergreen International Corp (US),6678280.00,,,--,--
EVI,EVI Industries Inc,411064080.00,Industrials,Trading Companies & Distributors,--,+1.1
EVIO,EVIO Inc,374400.00,Health Care,Life Sciences Tools & Services,--,+1.8
EVK,Ever-Glory International Group Inc,49610150.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,-0.7
EVLO,Evelo Biosciences Inc,303581820.00,Health Care,Biotechnology,--,--
EVM,Eaton Vance California Municipal Bond Fd,292429800.00,,,4.29%,+0.2
EVN,Eaton Vance Municipal Income Trust,539391870.00,,,4.21%,+0.1
EVOA,EVO Transportation & Energy Services Inc,93171000.00,,,--,--
EVOGF,Evolving Gold Corp,657030.00,Materials,Metals & Mining,--,+2.5
EVOK,Evoke Pharma Inc,75211500.00,Health Care,Pharmaceuticals,--,+1.5
EVOL,Evolving Systems Inc,25304630.00,Information Technology,Software,--,+1.2
EVRC,"Evercel, Inc.",76459600.00,,,--,+0.2
EVSP,Environmental Service Professional Inc.,314420.00,Industrials,Commercial Services & Supplies,--,-1.4
EVSV,Enviro-Serv Inc,207800.00,Industrials,Commercial Services & Supplies,--,-3.5
EVTI,Eventure Interactive Inc,110110.00,Communication Services,Interactive Media & Services,--,--
EVTN,Enviro Technologies Inc,301950.00,Industrials,Machinery,--,+2.0
EVTNF,Eviation Aircraft Ltd,106950.00,Industrials,Aerospace & Defense,--,--
EVTP,EV Transportation Inc,665000.00,,,--,--
EVTZF,EVERTZ TECHNOLOGIES LTD,754705900.00,Information Technology,"Electronic Equipment, Instruments & Components",2.76%,+0.7
EVUS,EV Charging USA Inc,12144370.00,,,--,+1.0
EVY,Eaton Vance New York Muni. Incm. Trst Fd,74547600.00,,,4.02%,+0.1
EWKS,Earthworks Entertainment Inc,0.00,Communication Services,Entertainment,--,--
EWLL,eWELLNESS HEALTHCARE Corp,3056340.00,Health Care,Health Care Technology,--,--
EWLU,Merion Inc,130755410.00,Consumer Staples,Personal Products,--,--
EWST,E-Waste Corp,50400000.00,,,--,--
EXBX,Exobox Technologies Corp,993800.00,Information Technology,Software,--,-0.5
EXCC,Excel Corp,339140.00,Information Technology,IT Services,--,+4.8
EXCE,EXCO Resources Inc,24822750.00,Energy,"Oil, Gas & Consumable Fuels",--,--
EXCOF,EXCO TECHNOLOGIES LTD,273312240.00,Industrials,Machinery,4.26%,+1.2
EXD,Eaton Vance Tax-Managed BuyWrt StrtgyFnd,96583290.00,,,8.57%,+0.8
EXDI,Exactus Inc,3597200.00,Health Care,Pharmaceuticals,--,+5.4
EXEO,Exeo Entertainment Inc,23285340.00,Consumer Discretionary,Household Durables,--,-0.0
EXETF,Extendicare Inc (USA),466856350.00,Health Care,Health Care Providers & Services,7.09%,+1.2
EXFO,Exfo Inc,168437480.00,Information Technology,Communications Equipment,--,+1.4
EXK,Endeavour Silver Corp,555876160.00,Materials,Metals & Mining,--,+1.6
EXLA,Helmer Directional Drilling Corp,275600.00,,,--,+0.5
EXMXF,DROPSUITE LTD ORD SHS,32089260.00,,,--,+0.3
EXNN,Exent Corp,6081000.00,,,--,--
EXNT,ENXNET Inc,188490.00,Energy,"Oil, Gas & Consumable Fuels",--,-1.5
EXPC,Experience Investment Corp,350625000.00,,,--,--
EXPL,Endurance Explorations Group Inc,1618580.00,,,--,-0.7
EXPR,"Express, Inc.",72618560.00,Consumer Discretionary,Specialty Retail,--,+3.2
EXRG,Ecologix Resource Group Inc,342620.00,Materials,Paper & Forest Products,--,+1.5
EXSR,Exchange Bank,248530000.00,Financials,Banks,3.31%,+0.6
EXTN,Exterran Corp,149734040.00,Energy,Energy Equipment & Services,--,+1.0
EXTR,"Extreme Networks, Inc",774981900.00,Information Technology,Communications Equipment,--,+2.1
EYEG,Eyegate Pharmaceuticals Inc,16842280.00,Health Care,Pharmaceuticals,--,+1.1
EYEN,Eyenovia Inc,99536000.00,Health Care,Pharmaceuticals,--,--
EYES,Second Sight Medical Products Inc,33405510.00,Health Care,Health Care Equipment & Supplies,--,+2.3
EYPT,Eyepoint Pharmaceuticals Inc,67631100.00,Health Care,Pharmaceuticals,--,+1.6
EZCL,Ezy Cloud Holding Inc,831950.00,,,--,--
EZEN,Ezenia! Inc.,624080.00,Information Technology,Software,43.75%,+3.8
EZOO,Ezagoo Ltd,392259390.00,,,--,--
EZPW,EZCORP Inc,292961760.00,Financials,Consumer Finance,--,+1.6
EZTD,EZTD Inc,41460.00,Communication Services,Interactive Media & Services,--,-4.5
FACO,First Acceptance Corporation,49985810.00,Financials,Insurance,--,+0.4
FAII,Fortress Value Acquisition Corp II,444187500.00,,,--,--
FALC,"FalconStor Software, Inc.",47064000.00,Information Technology,Software,--,+3.3
FAM,First Trust/Aberdeen Glbl Opnty Incm Fnd,132429710.00,,,9.13%,+0.6
FAMDF,FUTURA MED PLC SHS,56494210.00,,,--,+2.5
FAME,Flamemaster Corp,10080000.00,,,--,--
FAMI,Farmmi Inc,21338720.00,Consumer Staples,Food Products,--,--
FANH,Fanhua Inc (ADR),913205550.00,Financials,Insurance,7.74%,+0.9
FARE,World Moto Inc,149010.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
FARM,Farmer Bros Co,75246600.00,Consumer Staples,Food Products,--,+1.6
FAT,FAT Brands Inc,73225640.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
FAVO,Favo Realty Inc,18890.00,Materials,Metals & Mining,--,-3.1
FBAK,First National Bank Alaska,595138200.00,Financials,Banks,6.84%,+0.5
FBAYF,KNEAT COM INC COM,112586390.00,,,--,+0.7
FBCD,FBC Holding Inc,144320.00,,,--,--
FBCE,"FiberCore, Inc.",20660.00,,,--,--
FBEC,FBEC Worldwide Inc,358240.00,,,--,--
FBIO,Fortress Biotech Inc,231333970.00,Health Care,Biotechnology,--,+2.4
FBIZ,First Business Financial Services Inc,169508200.00,Financials,Banks,3.33%,+1.1
FBLQ,"Football Equities, Inc.",100.00,,,--,--
FBM,Foundation Building Materials Inc,830438540.00,Industrials,Trading Companies & Distributors,--,+1.8
FBMCF,BUFFALO COAL CORP,42140.00,Energy,"Oil, Gas & Consumable Fuels",--,--
FBMS,First Bancshares Inc (Mississippi),636828500.00,Financials,Banks,1.62%,+1.0
FBNC,First Bancorp (North Carolina),967694000.00,Financials,Banks,2.12%,+1.3
FBOP,MEDIA CENTRAL CORP INC,3139670.00,,,--,+0.1
FBPI,"First Bancorp of Indiana, Inc.",30554950.00,Financials,Banks,3.54%,+0.4
FBRX,Forte Biosciences Inc,463968960.00,,,--,+0.2
FBSE,Fastbase Inc,3879000.00,Information Technology,Software,--,--
FBSI,First Bancshares Inc (Missouri),263928000.00,Financials,Thrifts & Mortgage Finance,--,+0.4
FBSS,"Fauquier Bankshares, Inc.",66829950.00,Financials,Banks,2.84%,+0.8
FBTT,First Bankers Trustshares Inc,83349000.00,Financials,Banks,2.67%,+0.2
FC,Franklin Covey Co.,323416500.00,Industrials,Professional Services,--,+1.6
FCAA,Ficaar Inc,201300.00,,,--,--
FCAC,Falcon Capital Acquisition Corp,445696880.00,,,--,--
FCAP,"First Capital, Inc.",222816000.00,Financials,Banks,1.45%,+0.0
FCBC,First Community Bankshares Inc,395177680.00,Financials,Banks,4.46%,+0.6
FCBP,First Choice Bancorp (California),210590940.00,Financials,Banks,5.61%,--
FCCN,Spectral Capital Corp,459650.00,Information Technology,IT Services,--,+1.4
FCCO,First Community Corp (South Carolina),129628900.00,Financials,Banks,2.80%,+0.8
FCCY,1st Constitution Bancorp,184591140.00,Financials,Banks,1.99%,+0.7
FCGD,First Colombia Gold Corp,483790.00,,,--,--
FCHS,First Choice Healthcare Solutions Inc,2288020.00,Health Care,Health Care Providers & Services,--,+1.2
FCIC,FCCC Inc,643750.00,,,--,+2.0
FCMGF,FIRM CAPITAL MORTGAGE INV CP,294684200.00,Financials,Thrifts & Mortgage Finance,7.54%,+0.8
FCNCB,FIRST CITIZENS BANCSH  -CL A,502500000.00,Financials,Banks,0.38%,+1.2
FCNE,Four Corners Inc,18549600.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",13.33%,--
FCO,Aberdeen Global Income Fund Inc,67095250.00,,,10.85%,+0.9
FCRD,First Eagle Alternative Capital BDC Inc,116826800.00,Financials,Capital Markets,10.26%,+1.8
FCT,First Trust Senior Fltng Rate Incm Fd II,309470540.00,,,10.84%,+0.7
FCUV,Focus Universal Inc,122880000.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
FDBC,Fidelity D&D Bancorp Inc,315555420.00,Financials,Banks,1.94%,+0.2
FDBL,Friendable Inc,1538900.00,Communication Services,Interactive Media & Services,--,+0.3
FDCFF,FORUM ENERGY METALS CORP,14798620.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.2
FDCT,FDC Tech Inc,30195440.00,,,--,--
FDEI,Fidelis Energy Inc.,24980.00,Energy,"Oil, Gas & Consumable Fuels",--,--
FDEU,First Trust Dynamic Europe Eqty Incm Fd,202131360.00,,,6.17%,+1.4
FDFT,Foodfest International 2000 Inc,311410.00,Industrials,Commercial Services & Supplies,--,--
FDGMF,SOUTHSTONE MINERALS LTD,955920.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.0
FDHC,Fidelity Holding Corp,643300.00,Financials,Capital Markets,--,--
FDIT,Findit Inc,33124690.00,Communication Services,Interactive Media & Services,--,-1.8
FDLB,Fidelity Federal Bancorp,77300000.00,,,--,--
FDMF,Freedom Energy Holdings Inc,891010.00,,,--,--
FDTC,FNDS3000 Corp.,197970.00,,,--,--
FDUS,Fidus Investment Corp,311816120.00,Financials,Capital Markets,9.46%,+2.0
FECOF,FEC Resources Inc.,2927680.00,Energy,"Oil, Gas & Consumable Fuels",--,-0.7
FEDU,Four Seasons Edu (Cayman) Inc ADR,48575100.00,Consumer Discretionary,Diversified Consumer Services,--,--
FEERF,FREEPORT RESOURCES INC,12431630.00,Materials,Metals & Mining,--,+2.7
FEI,First Trust MLP and Energy Income Fund,288622980.00,,,9.90%,+1.9
FEIM,"Frequency Electronics, Inc.",94012380.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+0.6
FEN,First Trust Energy Income & Growth Fund,227438560.00,,,10.70%,+1.6
FENC,Fennec Pharmaceuticals Inc,193575000.00,Health Care,Biotechnology,--,+0.1
FENG,Phoenix New Media Ltd ADR,169153850.00,Communication Services,Interactive Media & Services,--,+2.4
FEO,First Trust/aberdeen Emerging Oppo,72137450.00,,,9.86%,+1.0
FERLD,Fearless Films Inc,766980.00,Communication Services,Entertainment,--,--
FESNF,***FIRST REAL ESTATE INVESTMENT TRUST UNITS US LIS,259597450.00,,,--,+0.7
FESTF,HYBRID KINETIC GROUP LTD SHS,203378730.00,,,--,+0.9
FET,Forum Energy Technologies Inc,77506400.00,Energy,Energy Equipment & Services,--,+4.3
FETM,Fentura Financial Inc.,97629000.00,Financials,Banks,1.43%,+0.8
FEWP,Far East Wind Power Corp,8730.00,,,--,+2.8
FEXXF,FJORDLAND EXPLORATION INC,3570520.00,Materials,Metals & Mining,--,+1.4
FF,FutureFuel Corp.,520353610.00,Materials,Chemicals,1.98%,+0.9
FFA,First Trust Enhanced Equity Income Fund,338657900.00,,,6.69%,+1.1
FFBW,FFBW Inc,76299300.00,Financials,Thrifts & Mortgage Finance,--,--
FFDF,FFD Financial Corporation,69900800.00,Financials,Banks,3.02%,+0.2
FFGI,Firebrand Financial Group Inc,97470.00,,,--,--
FFHL,Fuwei Films (Holdings) Co Ltd,21359640.00,Materials,Chemicals,--,+0.9
FFIC,Flushing Financial Corporation,448807290.00,Financials,Banks,5.25%,+0.9
FFLO,Free Flow Inc,19665750.00,,,--,--
FFMH,First Farmers & Merchants Corp,144570000.00,Financials,Banks,2.63%,+0.2
FFNW,"FIRST FINANCIAL NORTHWEST, INC.",107890650.00,Financials,Banks,3.65%,+0.6
FFPM,FFP Marketing Company Inc,14520.00,,,--,--
FFWC,FFW Corporation,44480000.00,,,2.50%,+0.6
FFWM,First Foundation Inc,842985140.00,Financials,Banks,1.48%,+1.5
FGB,First Trust Spclty Fin & Fncl Opptnts Fd,45925880.00,,,10.22%,+2.2
FGBI,"First Guaranty Bancshares, Inc.",168908940.00,Financials,Banks,3.71%,+0.5
FGCN,Flagship Global Corp,21589630.00,,,--,--
FGCO,Financial Gravity Companies Inc,12536470.00,,,--,--
FGNA,FG New America Acquisition Corp,304318050.00,,,--,--
FGNV,Forge Innovation Development Corp,68433000.00,,,--,--
FGOVF,Freegold Ventures Ltd (ADR),159992540.00,Materials,Metals & Mining,--,+2.4
FGPR,"Ferrellgas Partners, L.P.",31088960.00,Utilities,Gas Utilities,--,+3.1
FHAI,Fountain Healthy Aging Inc.,119000.00,Health Care,Pharmaceuticals,--,+7.0
FHRT,First Hartford Corporation,8106000.00,Real Estate,Real Estate Management & Development,--,-0.0
FHTX,Foghorn Therapeutics Inc.,765119600.00,,,--,--
FI,Franks International NV,632561600.00,Energy,Energy Equipment & Services,--,+1.5
FIFG,First Foods Group Inc,5519000.00,,,--,+2.4
FIGM,Future International Group Corp,450000000.00,,,--,--
FIII,Forum Merger III Corp,368536320.00,,,--,--
FIND,"FindEx.com, Inc.",1951660.00,Materials,Chemicals,--,+3.9
FINV,FinVolution Group - ADR,664995370.00,Financials,Consumer Finance,5.61%,--
FISI,"Financial Institutions, Inc.",353677990.00,Financials,Banks,4.72%,+1.2
FISK,EMPIRE STATE REALTY OP LP,33198500.00,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+1.3
FISOF,FISSION 3.0 CORP,11329710.00,Energy,"Oil, Gas & Consumable Fuels",--,-0.0
FITX,Creative Edge Nutrition Inc,0.00,Consumer Staples,Personal Products,--,--
FIXX,Homology Medicines Inc,443587200.00,Health Care,Biotechnology,--,--
FIZN,First Citizens BncshrsInc(Tennessee)c,577995000.00,Financials,Banks,2.18%,--
FJHL,Fovea Jewelry Holdings Ltd,1980.00,,,--,-5.8
FKWL,Franklin Wireless Corporation,290858400.00,Information Technology,Communications Equipment,--,+0.2
FKYS,First Keystone Corp.,111454000.00,Financials,Banks,5.85%,+0.7
FLAF,Farm Lands of Africa Inc,2302000.00,Consumer Staples,Food Products,--,--
FLC,Flaherty & Crumrine Total Return Fd Inc,229908000.00,,,6.82%,+0.7
FLCX,Flooidcx Corp,2302260.00,Communication Services,Interactive Media & Services,--,-0.1
FLDI,Folkup Development Inc,58800000.00,,,--,--
FLDM,Fluidigm Corporation,471767440.00,Health Care,Life Sciences Tools & Services,--,+1.9
FLDPF,FRONTLINE GOLD CORP,1846090.00,Materials,Metals & Mining,--,+2.3
FLES,4 Less Group Inc,1922150.00,,,--,+0.1
FLFG,Federal Life Group Inc,37947500.00,Financials,Insurance,--,--
FLIC,First of Long Island Corp,428532780.00,Financials,Banks,4.23%,+0.5
FLKDF,FIH GROUP PLC SHS,35639250.00,,,--,+1.2
FLKI,Falken Industries Ltd(NDA),142880.00,,,--,+3.1
FLL,"Full House Resorts, Inc.",95074300.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+2.1
FLMN,Falcon Minerals Corp,263447640.00,Energy,"Oil, Gas & Consumable Fuels",8.61%,--
FLMTF,FULL METAL MINERALS LTD,367720.00,Materials,Metals & Mining,--,--
FLNDF,FLINDERS MINES LTD SHS,3376980.00,,,--,+1.7
FLNT,Fluent Inc,290073000.00,Communication Services,Media,--,+3.1
FLRE,"Flameret, Inc.",285040.00,,,--,+2.0
FLSS,Forbes Energy Services Ltd,645390.00,,,--,+1.3
FLST,Fuelstream Inc,9280.00,Energy,"Oil, Gas & Consumable Fuels",--,+0.4
FLUX,Flux Power Holdings Inc,120556800.00,Industrials,Electrical Equipment,--,+0.8
FLXI,"FlexiInternational Software, Inc.",4239660.00,,,--,+0.3
FLXN,Flexion Therapeutics Inc,558245800.00,Health Care,Biotechnology,--,+1.6
FLXS,"Flexsteel Industries, Inc.",236526280.00,Consumer Discretionary,Household Durables,0.63%,+0.9
FLXT,Flexpoint Sensor Systems Inc,2971450.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+0.8
FLY,Fly Leasing Ltd(ADR),271280900.00,Industrials,Trading Companies & Distributors,--,+1.4
FMAC,FirstMark Horizon Acquisition Corp,534577500.00,,,--,--
FMAO,Farmers & Merchants Bancorp Inc,261901730.00,Financials,Banks,2.99%,+0.3
FMBH,First Mid Bancshares Inc,562999040.00,Financials,Banks,2.40%,+0.9
FMBL,Farmers And Merchants Bank of Long Beach,846915000.00,Financials,Banks,1.67%,+0.5
FMBM,F&M Bank Corp,73879080.00,Financials,Banks,4.51%,+0.6
FMBV,Full Motion Beverage Inc.,613630.00,Consumer Staples,Beverages,--,-7.3
FMCB,Farmers & Merchants Bancorp,582399000.00,Financials,Banks,2.03%,+0.3
FMCXF,FORAN MINING CORP,33585360.00,Materials,Metals & Mining,--,+4.5
FMFN,First Montauk Financial Corp,0.00,,,--,--
FMHS,Farmhouse Inc,25131100.00,Communication Services,Diversified Telecommunication Services,--,--
FMN,Federated Hermes Premier MunicplIncmFnd,167166380.00,,,4.45%,+0.3
FMNB,Farmers National Banc Corp,378000110.00,Financials,Banks,3.22%,+1.0
FMNJ,Franklin Mining Inc,17725850.00,,,--,--
FMO,Fiduciary/Claymore Energy Infrstrctr Fnd,46426400.00,,,15.34%,+2.2
FMXVF,AMILOT CAPITAL INC,631280.00,Materials,Metals & Mining,--,+3.9
FMYR,BOMCBD Corp,24642250.00,Communication Services,Entertainment,--,-7.6
FNAM,Evolutionary Genomics Inc,5293800.00,,,--,--
FNBCQ,First NBC Bank Holding Company,769240.00,,,--,-0.2
FNBT,Finemark Holdings Inc,205878750.00,,,--,--
FNCB,FNCB Bancorp Inc,139076280.00,Financials,Banks,3.26%,+0.4
FNDM,Fund.Com Inc,2739000.00,,,--,-0.6
FNEC,First National Energy Corp.,49178850.00,Utilities,Independent Power & Renewable Electricity Producers,--,--
FNFI,"First Niles Financial, Inc.",11664240.00,Financials,Thrifts & Mortgage Finance,2.29%,+0.5
FNGR,FingerMotion Inc,298604110.00,Communication Services,Entertainment,--,+1.9
FNHC,Fednat Holding Co,75449000.00,Financials,Insurance,6.91%,+0.9
FNHM,FNBH Bancorp Inc,66648000.00,Financials,Banks,--,+0.3
FNINF,49 NORTH RESOURCES INC,6250640.00,Financials,Capital Markets,--,+1.2
FNKO,Funko Inc,516629060.00,Consumer Discretionary,Distributors,--,--
FNLC,First Bancorp Inc,279283480.00,Financials,Banks,4.78%,+0.6
FNRC,1st NRG Corp.,897310.00,Energy,"Oil, Gas & Consumable Fuels",--,--
FNRG,ForceField Energy Inc,1780.00,Industrials,Trading Companies & Distributors,--,--
FNRN,First Northern Community Bancorp,126447750.00,Financials,Banks,--,+0.7
FNSB,Fns Bancshares Inc,80270680.00,,,3.45%,--
FNWB,First Northwest BanCorp,162004220.00,Financials,Banks,1.52%,+1.0
